91,704;15200;9541;3940;10088
92,137;135;657;4105;15466
93,10542;4205;4513;11388;7786
94,7752;7738;2716;12120;12445
95,308;2105;318;273;222
96,266;4998;14264;7972;15204
97,4790;1929;8693;7318;4792
98,2402;8924;12291;4823;3914
99,4621;15844;9005;1822;7687
100,2662;15988;2200;2391;15356
101,1482;3436;12340;14072;2166
102,10739;1186;3495;5799;9443
103,4012;8693;10616;16809;11830
104,13279;15072;13731;10642;15157
105,10899;12484;14013;524;7560
106,2121;596;2199;6177;15138
107,14756;16777;16214;16734;15831
108,13243;4739;6427;15261;144
109,486;400;24;3079;12120
110,2723;1867;1818;8094;5438
111,7823;11484;4294;7566;9086
112,8756;4923;11589;10966;11045
113,9615;14159;7231;3295;1373
114,11822;16681;10575;10206;10719
115,9329;6427;8911;8198;2221
116,6806;7516;12814;12842;6604
117,16045;2122;11122;24;6405
118,15790;15742;16628;4750;9545
119,8266;10442;14600;9221;3521
120,5423;4821;13731;6090;7733
121,12120;7185;1146;13295;13009
122,10359;16460;14969;13091;4094
123,4625;6033;16090;14851;6406
124,12865;13942;4358;9977;15829
125,1931;8695;4131;5527;16247
126,2242;2210;5267;7247;15908
127,15093;16879;14654;9636;15171
128,12304;14216;7419;10317;13000
129,15626;11577;15531;14277;12765
130,10966;1200;10117;6914;10232
131,669;14990;9077;12243;11054
132,10238;5953;4385;2251;7681
133,14112;16036;5121;15752;1562
134,4371;9958;2863;1360;2593
135,8479;1965;12120;6806;2431
136,639;12646;4927;12146;16576
137,2521;6448;4450;3237;16600
138,1318;1309;9230;8586;11924
139,1027;7918;7446;11184;13011
140,856;862;860;854;858
141,16304;12086;16520;10149;14647
142,14003;7718;5212;6065;6752
143,14983;7807;6818;1688;10886
144,15217;16043;12829;12865;8093
145,4820;4822;4824;69;663
146,15745;15637;1672;13906;14930
147,5781;2343;7288;286;5563
148,11922;16373;12225;12085;16841
149,143;4328;10599;6619;3330
150,14018;10087;2896;11685;3527
151,13468;12842;9064;555;1184
152,7288;9169;9664;16324;2232
153,458;2563;6128;12033;7685
154,923;6742;6116;5849;4681
155,487;12361;15256;3080;6642
156,428;14247;15917;10637;15469
157,3753;605;6694;2035;9868
158,3851;7037;11619;511;14668
159,469;85;12887;6505;1943
160,10852;4829;10538;16858;112
161,8479;11808;4606;5244;1086
162,8924;16141;6112;8543;15472
163,3642;7732;1252;2295;191
164,12865;2325;13653;3133;2901
165,12627;2536;5739;2344;5648
166,14148;12314;13813;5681;16351
167,7615;7614;5025;3222;9819
168,2716;2920;8181;3233;10727
169,7964;6870;9199;6868;6653
170,2723;1866;1848;1845;2728
171,3349;3411;976;7037;5269
172,15001;15763;3295;2705;15383
173,10727;11769;11205;4385;6522
174,3681;3676;5268;2866;2340
175,7110;7112;2623;8808;12460
176,7322;11236;4643;2509;3081
177,1204;1900;832;6212;8183
178,5553;5548;14491;135;4409
179,1176;7948;4228;14871;7139
180,4442;1486;1045;1922;1939
181,790;2250;812;16075;788
182,11762;11756;14467;6619;14186
183,6778;16356;16467;16931;13139
184,4199;3360;12107;4645;1886
185,7001;4501;7000;2878;4534
186,10015;3739;9460;4113;9206
187,15496;14226;6435;7231;1595
188,14627;6589;13395;12917;12516
189,9768;2169;7750;9499;7607
190,4942;6798;2596;2066;7552
191,2792;4682;8020;15598;10660
192,2451;5993;2447;4865;2768
193,10149;16962;16969;15315;4177
194,6614;9482;14458;12534;4442
195,5161;2620;5600;4750;6583
196,8748;6104;11301;16761;14989
197,6690;646;4938;4969;6636
198,12924;1035;15266;13645;1852
199,9843;9078;441;12454;15308
200,9829;10436;29;5655;4105
201,13667;13713;13788;13715;13663
202,16556;16969;16654;16174;15314
203,1780;7212;11960;3295;9895
204,1601;8746;9555;16728;9144
205,12584;15854;4360;11775;14465
206,5634;5632;5628;5630;5616
207,11688;15700;16919;2014;11368
208,4255;4253;4251;4257;4259
209,3801;4169;7264;6417;3772
210,13485;13856;4684;415;8061
211,2743;8183;10853;4041;4930
212,3584;4821;1178;15923;2224
213,1181;12003;16045;10448;1695
214,4442;2654;3231;13492;12477
215,1129;1135;5546;1137;16593
216,3154;4068;14200;14008;15337
217,2341;3685;11830;2983;285
218,6101;12865;4156;8453;2240
219,4738;2689;7037;2337;6853
220,14667;10626;4279;6766;3600
221,14112;1765;3109;12346;10488
222,57;124;55;49;59
223,10605;12470;12865;13577;7135
224,6535;2399;4486;7447;13842
225,6116;1884;4525;2327;7614
226,15304;6988;13613;16102;10426
227,2341;3080;655;282;2799
228,12423;13515;16608;923;6386
229,1633;12149;15610;12921;16214
230,9646;4917;12326;8505;2363
231,7415;10198;5311;10981;1519
232,7110;7112;10230;14779;13014
233,8675;8174;8678;8680;2629
234,10903;7188;12756;15981;14519
235,1598;13335;11700;547;14008
236,802;9686;8989;2039;16600
237,3825;3787;568;4109;2602
238,12864;15324;4047;13856;6140
239,2767;16172;737;10113;12912
240,12195;9029;9277;5386;3404
241,3353;3741;14264;6626;165
242,3051;3590;12698;12934;14995
243,1582;10350;16605;16518;15199
244,11855;6900;9375;12528;6728
245,15686;10266;12370;2760;1793
246,13945;10778;4141;6851;7597
247,10692;11061;11673;5653;9491
248,1159;3319;4658;524;3726
249,293;552;1365;8093;12596
250,6067;7120;10203;2744;1929
251,12445;1060;9264;7679;747
252,12865;9196;5033;656;15992
253,16610;15993;15671;13130;7990
254,11335;15821;15413;14054;16950
255,6899;6870;4107;14265;9190
256,10904;621;6924;4825;13150
257,10387;9603;12445;10728;7188
258,7751;9866;9769;1013;1202
259,15600;704;469;7943;12315
260,2179;7354;7554;4039;3780
261,12865;14983;14997;3601;14754
262,5301;6746;10659;7071;6442
263,2394;11409;11475;1189;12642
264,10389;11466;4431;16075;12871
265,3319;9207;1165;989;6386
266,8385;14026;4756;5243;9148
267,6450;10374;7709;11396;6709
268,6992;623;575;10097;3754
269,12604;12498;2373;3741;14164
270,317;4567;5179;304;177
271,830;7626;13631;4823;972
272,5877;9156;13508;6308;8216
273,10320;16781;16606;15315;11928
274,9230;16129;12477;16646;15681
275,2865;511;5776;5860;11736
276,13805;13547;14148;14614;15671
277,4427;4424;4433;3876;7477
278,6155;11525;7534;7225;12311
279,9388;4177;11538;16580;5585
280,3687;9175;4684;9110;76
281,690;1799;7167;4462;876
282,5509;15238;16466;16292;6145
283,8237;12423;3981;10983;556
284,8479;5629;11909;1821;7671
285,2689;1114;1410;4763;7840
286,9814;15681;7783;3971;4003
287,7037;5286;6466;5655;10585
288,7001;2878;8024;9621;5526
289,1578;16163;1631;11265;1558
290,5438;8221;2062;15340;15134
291,7115;13030;12307;15211;5600
292,3471;451;3733;2716;7976
293,4258;4256;4252;1830;13978
294,505;12924;5820;319;382
295,10279;12785;6414;15355;3405
296,16403;12223;13563;16433;16544
297,12191;1989;5951;2357;10771
298,14902;16916;13480;14707;7245
299,522;2791;1952;12281;12269
300,5471;9337;13819;10191;8699
301,11636;922;704;1467;8349
302,9979;13120;3940;4807;16324
303,13668;13632;13787;13713;13652
304,7499;7501;16045;16075;7415
305,8089;5113;394;649;13296
306,16588;7678;16865;12523;15199
307,13390;16821;14215;9642;13143
308,8717;14114;8719;14220;4450
309,2887;582;5776;2342;5066
310,1808;1376;6084;4947;5000
311,2093;6697;5070;11258;6489
312,15695;15190;14236;10892;12294
313,10537;8779;9615;10214;4033
314,8808;925;4033;4940;11606
315,9966;14414;12191;14496;527
316,5207;13323;8263;6725;16778
317,14206;7847;13598;7838;8795
318,6619;434;4907;1505;884
319,226;5013;2129;3138;2689
320,16513;9412;11815;11912;14263
321,3063;3061;12008;4107;13309
322,1117;5837;3237;4496;266
323,10387;6272;7333;11249;7156
324,8642;14265;7779;7459;14983
325,4816;9635;14256;14883;16453
326,2450;4781;3660;4777;9037
327,15566;3393;8868;9420;9418
328,14672;8418;11685;10352;12546
329,14933;1580;39;13508;11176
330,13581;16797;12243;11576;14572
331,3411;3126;10660;3619;11750
332,4780;4778;4782;4776;2451
333,2716;2743;2714;2468;2480
334,5255;7684;4911;5030;6717
335,15223;5098;16888;6808;16688
336,5655;9767;2158;9258;8526
337,15802;6403;7858;11205;15069
338,9569;2798;1232;3985;2366
339,10212;8837;1865;5589;11721
340,457;451;10875;7816;16324
341,9592;1176;1969;1097;12881
342,8302;12857;3501;14394;4756
343,13667;13713;13788;13715;13663
344,623;1824;1440;1802;270
345,806;3607;11925;1901;4890
346,4385;16513;1641;16825;12674
347,2339;1997;4576;11881;7661
348,3237;7672;13947;13821;3407
349,127;10022;15183;587;15043
350,11238;14478;10344;14026;12825
351,14673;14176;12207;2794;15801
352,3029;763;12511;9941;5953
353,7231;6194;14388;1471;3081
354,11960;7212;13576;3418;7362
355,4781;4702;4777;5001;5011
356,1053;9406;9716;1132;12749
357,6748;6763;12474;6766;6533
358,16450;8990;16453;7080;16588
359,8377;8210;8955;13893;5961
360,12498;3144;14266;5263;16325
361,14164;13426;14666;14668;1226
362,14479;15118;3475;7472;10374
363,11238;8235;4660;16299;5388
364,522;10321;3139;10088;3512
365,11004;14742;14523;12470;7130
366,902;7243;7514;855;1505
367,5799;5550;963;3144;4959
368,4131;1143;2266;3051;10448
369,5055;10149;5320;1886;5492
370,12568;956;5339;9500;5981
371,1493;4666;14751;595;4115
372,2057;15598;10203;6629;11202
373,8390;13957;8781;14170;13251
374,10537;16045;135;3566;12215
375,2215;5998;12935;4832;3508
376,2337;6938;9374;2339;12694
377,14876;5053;16090;4139;16506
378,4406;8848;3071;486;5347
379,3803;863;5837;3237;2124
380,15497;14023;9172;5472;15314
381,8573;2229;3489;1688;6682
382,3144;13740;4574;14264;16785
383,4226;4264;4297;719;7735
384,486;15862;484;704;28
385,3185;9712;10829;12120;8330
386,13143;6714;16864;14798;10887
387,2789;6598;5167;3176;10604
388,573;5686;10694;8917;11764
389,5207;486;469;1943;1958
390,13503;6297;4597;1872;9819
391,1751;8029;83;2380;15598
392,14673;14362;13364;11109;6254
393,2503;3781;14206;16966;3655
394,13624;13362;11777;13549;12951
395,8612;12383;8618;2875;14560
396,14117;14194;16039;14847;16941
397,6752;4930;12184;9190;10870
398,951;4579;9707;10284;6744
399,10058;2810;2896;162;16721
400,14238;15114;5820;8700;14752
401,1765;6665;3063;13309;7040
402,12462;12467;13099;2689;9968
403,8771;13920;11398;14083;11438
404,14983;14614;16140;12086;14720
405,8458;2266;16075;10644;14952
406,426;5262;13859;4078;5950
407,9307;9216;457;6459;3010
408,14112;13615;16789;8065;10529
409,12457;7505;13587;12361;7552
410,6475;9812;5980;6477;548
411,6113;4651;13281;8378;11940
412,11070;10717;6060;16290;3067
413,13939;12633;6188;14629;10117
414,505;11973;8115;379;5528
415,2242;8576;3431;1181;856
416,10719;16085;5102;9617;14443
417,9196;16698;14813;2673;15013
418,5263;5265;13194;2056;5267
419,13934;10825;5728;5643;1574
420,7868;10279;3617;4968;15688
421,2716;4581;8183;6363;2923
422,5286;8089;12216;1983;14743
423,11756;2205;14476;1481;6254
424,2204;4156;5144;10981;2172
425,12783;4331;9164;15686;10393
426,1570;5598;9319;11273;4923
427,13050;16854;14971;1896;8616
428,4001;7792;2877;4537;10739
429,11454;11428;11480;11400;11402
430,9159;2341;2402;10665;6478
431,814;9367;2799;4462;8034
432,4021;8369;1396;4011;13220
433,2415;441;9213;7869;13325
434,5849;5199;2789;8266;4283
435,10911;14247;14318;8302;16104
436,12964;12298;11589;4938;4797
437,308;304;763;3410;4717
438,12523;14608;15598;8163;64
439,2777;356;11119;9736;8960
440,434;15405;4615;43;3316
441,7607;9236;419;4597;5812
442,1538;11958;10597;3002;5685
443,11292;8197;8688;14514;6688
444,402;504;304;406;16045
445,1709;1715;1711;1713;3185
446,12865;3581;1484;11001;11522
447,4728;1906;3339;3249;14420
448,14872;1119;4526;2023;12416
449,2798;399;2800;2077;2788
450,8065;12380;11607;14686;14444
451,12865;6326;3126;8809;13295
452,2887;582;370;5792;2333
453,16454;15222;7181;10362;16667
454,14082;8771;13920;10877;13857
455,12586;15435;2514;3106;2407
456,13286;5098;5093;10719;5100
457,1204;6945;11121;3812;7238
458,972;4001;5339;2903;9110
459,7800;3341;7509;11753;396
460,6308;1153;2224;6119;4131
461,12857;6829;9547;2368;12371
462,10127;14448;623;10498;633
463,14449;14983;7824;16192;16272
464,10393;11619;3430;8984;15936
465,10233;1929;13742;2716;9978
466,10058;6064;1919;5194;15287
467,12310;13243;8236;15739;11707
468,16199;15566;12107;2527;13045
469,7034;3724;1318;8291;12914
470,10697;1922;3569;10089;2280
471,13702;13648;13683;13788;13652
472,7410;5179;7408;3811;3478
473,11286;15598;11467;6450;339
474,499;16881;12588;4875;13866
475,11631;2825;3904;5207;6955
476,8550;6507;16072;11421;13595
477,281;2799;2338;4897;2786
478,5711;14112;9169;4651;10792
479,6440;4078;3241;4847;2716
480,13357;9625;16811;3020;13581
481,13503;4719;12865;15378;12405
482,13098;12462;12467;6179;7545
483,426;4021;5419;3959;8924
484,2233;904;5198;16834;868
485,14607;11997;4684;3741;9968
486,561;6403;16745;1262;5382
487,2225;5457;9593;9574;3622
488,6272;14800;1897;16825;16513
489,13667;13713;13788;13715;13663
490,6524;5830;5177;8092;4053
491,5502;5100;10592;11561;1781
492,15378;1300;5437;13107;9112
493,3516;2377;16871;9569;10506
494,15286;11333;15674;11809;1782
495,3817;5334;1869;9752;4744
496,2224;1802;6098;9428;8498
497,966;1129;10741;755;3383
498,1634;8151;13390;9922;11598
499,12502;12416;2814;7359;16804
500,2452;4782;4778;9175;10146
501,15349;14112;4385;16464;813
502,9369;5015;11664;9598;9209
503,16053;13736;14280;3420;10747
504,5647;6064;963;5810;1490
505,4675;9657;2938;5559;1857
506,9143;12865;12549;11369;7181
507,7485;2542;7483;7487;8237
508,7838;13055;11807;7161;8694
509,8498;8601;10056;8573;9639
510,11100;8756;6384;12445;1401
511,8252;8924;1134;1099;5843
512,16045;13440;7708;8297;4488
513,15969;9646;1764;7531;11001
514,8630;8962;475;981;9460
515,2716;7348;7489;7180;3239
516,23;1646;485;368;4526
517,10542;4082;2305;5820;9592
518,12586;10458;14350;4110;3005
519,7238;12520;1258;10833;8696
520,10496;2635;5844;1117;4491
521,2338;4572;8089;3675;9024
522,7493;8635;7496;7720;1508
523,6450;5844;3741;14672;12679
524,952;11080;8515;2449;7506
525,5207;2716;2049;8677;2350
526,12471;3038;16075;1843;4948
527,14561;989;4480;8344;2237
528,8833;7752;4997;5183;2766
529,6690;12008;3005;14112;16021
530,5207;1409;5201;5205;5203
531,15378;6421;6447;11267;9777
532,8414;6811;4041;12511;543
533,15378;5088;6905;6101;6560
534,12477;6356;15300;3860;1884
535,889;1415;503;16075;1077
536,12989;8967;16569;10149;15502
537,678;129;16372;3392;15127
538,13598;9803;12109;16292;4493
539,5953;2804;8230;5177;4299
540,4012;3625;4008;3513;14264
541,57;1541;3155;13476;6423
542,13287;14702;10778;11780;8835
543,16257;6789;16672;5414;1086
544,12371;12921;15019;16174;13377
545,4836;10203;15129;8183;86
546,11239;11251;12091;13065;6712
547,16573;12477;1210;11720;7107
548,8183;5979;839;4043;837
549,92;3931;11070;485;53
550,11100;9342;10447;2124;1904
551,8956;16614;4279;784;3417
552,10608;5596;275;7052;12834
553,16305;12243;12362;15238;8852
554,15841;9947;1232;4900;7205
555,2166;1980;2218;9734;2178
556,3080;9500;3611;5532;4572
557,5259;6;4754;832;13213
558,6764;9222;2789;189;2794
559,1951;1137;1177;1188;5244
560,5182;5178;5180;2866;5176
561,12774;9791;3653;2716;11951
562,10279;10344;8586;3360;11070
563,486;10413;29;16045;7943
564,12314;15583;10225;3511;8387
565,1376;1393;5195;1334;1397
566,7212;13796;2378;1432;4778
567,16918;3854;1539;494;11301
568,608;3099;6296;5595;14933
569,2884;8372;2877;970;2338
570,4681;14877;15089;2431;16608
571,5161;7917;1623;35;1655
572,9997;13898;12302;16442;1604
573,13610;16396;14580;16834;14691
574,1011;1003;1007;997;1005
575,4264;3728;4113;4673;4226
576,5161;5655;1962;4215;7040
577,13769;13713;13753;13671;2444
578,485;78;5;1942;28
579,16177;16673;6123;15929;694
580,10605;7783;11025;447;2467
581,9338;11637;3142;11223;2612
582,9981;16075;856;1697;16812
583,4866;3566;450;1432;15694
584,12928;13365;11651;1234;923
585,15144;10948;8200;568;5560
586,9428;3220;9731;455;11640
587,16608;11450;10842;4781;15681
588,6473;308;1717;766;11933
589,3237;13455;15578;1960;1232
590,10945;7189;11506;11055;14335
591,23;11343;14297;2876;14308
592,3766;12479;4818;7846;13693
593,375;12499;14093;13943;683
594,16811;10206;7835;12295;2661
595,5950;11518;12356;5657;16848
596,1254;7423;13885;7732;6069
597,7619;7738;9258;5269;5782
598,14112;5025;7868;7615;15300
599,16075;9636;16513;14986;15314
600,13078;14317;15964;14710;9905
601,4078;5238;15433;13270;14159
602,12977;6014;6016;6238;5140
603,9649;12345;7516;6515;2767
604,10185;3847;11606;4592;1366
605,8237;10305;14362;15088;8948
606,9428;4205;13096;4916;4821
607,15843;11515;10003;15103;8776
608,5953;12445;8449;12912;6272
609,5810;10985;6638;6614;3144
610,10530;6072;16691;10511;13322
611,15994;16797;16765;14896;16702
612,12029;8378;13194;12858;10217
613,6495;5263;4370;12506;12356
614,4344;10804;2615;8423;10976
615,2304;4038;8155;4515;16089
616,2800;8178;2867;2863;4877
617,5850;3177;2791;4283;2221
618,1844;13616;13464;11351;14373
619,15309;15768;16365;14245;14982
620,962;15031;2233;11753;490
621,9001;3636;3914;2350;490
622,12865;2111;5662;11876;15393
623,1063;1060;1071;13374;624
624,3236;14783;15808;2473;486
625,5992;319;4882;505;1721
626,6588;8252;150;8088;14206
627,12865;12912;14277;15538;13563
628,13821;10203;6751;2473;3139
629,6482;8771;12445;11400;11454
630,4580;12568;973;5872;3665
631,2689;12378;3673;15533;12673
632,1926;6883;14664;13980;15020
633,11509;13398;12477;15514;3381
634,5317;13287;5796;4330;7752
635,10130;6018;10580;11200;2052
636,12136;9731;7658;2210;13207
637,15046;11863;9243;13906;15889
638,4660;5832;7505;3618;7804
639,1646;6610;11265;3210;13102
640,3139;11788;5426;6577;12432
641,4765;4763;4771;1149;1759
642,14700;448;2508;7228;1758
643,16701;6073;16791;16606;16753
644,3681;5456;9917;4507;3033
645,2224;12477;8798;8552;3439
646,10689;9866;4456;10570;10968
647,10033;10441;6665;14511;15598
648,12733;8075;3028;3099;1181
649,12477;4140;16657;8366;1646
650,14983;16054;11865;16673;6507
651,863;8076;2242;839;7854
652,12269;522;14428;7472;5832
653,12531;16189;14548;12756;16654
654,7753;15478;13564;1658;15048
655,13632;13710;13702;13690;13712
656,11614;12047;13212;10740;10580
657,994;5655;1005;9452;1675
658,45;2546;536;1779;7457
659,13442;10947;16694;11589;14338
660,13539;3425;143;11940;3421
661,12330;12368;2334;4578;2869
662,2259;16045;3339;2052;7865
663,1665;13885;2224;7041;1177
664,60;10850;1583;15183;128
665,16045;4450;11817;5313;7040
666,2731;12445;1942;15658;3328
667,426;1830;5868;10102;5547
668,5238;9968;8459;5237;728
669,1060;1064;6992;735;1324
670,11297;5487;16789;16383;1314
671,4417;2691;9379;10117;3730
672,10149;15904;3970;5936;4018
673,7732;9722;6852;8845;1952
674,6272;7499;8631;644;4640
675,7694;10879;181;5438;5468
676,3823;5162;6547;15221;3867
677,1824;13729;11909;6205;2366
678,5161;14608;16771;9569;1613
679,1312;7263;8282;5712;7040
680,15253;14683;10894;16718;1613
681,9103;2358;10231;14961;3556
682,15;5438;2814;1623;11876
683,1590;4528;13549;5414;15012
684,16045;8061;7752;8383;10448
685,3276;2885;2797;370;3545
686,16079;12383;15725;16904;14989
687,370;10385;8024;11022;11049
688,15767;5490;1078;15026;1886
689,1929;6568;7472;4997;7925
690,5787;5438;16735;13286;3905
691,13218;10644;14264;10985;158
692,12878;12159;6272;14514;4210
693,643;1059;2465;4278;16781
694,15694;11768;14742;14668;15088
695,14983;6072;5107;15727;15664
696,2203;6391;1824;13997;3162
697,7468;9730;7470;4181;7464
698,182;2105;2118;4551;2106
699,11097;1359;1283;4493;2307
700,557;1780;5524;892;2557
701,3850;507;13048;3976;13430
702,5316;3590;2242;1965;1024
703,4510;4613;9767;4228;13797
704,15992;6041;16645;4403;14592
705,10960;10236;15238;12947;13500
706,12445;3203;9412;14182;16004
707,803;1435;5185;10820;11757
708,13718;13771;13655;13788;13637
709,13753;2122;843;16600;15790
710,15598;3860;5162;1571;11010
711,6780;9982;6099;9646;8195
712,12977;2594;4790;690;1838
713,13681;13788;13698;14309;13779
714,3381;11509;15797;15687;10528
715,6848;5350;4376;3405;4139
716,11137;16080;14492;16871;1751
717,2980;4919;4908;3791;7209
718,5267;16469;12426;6794;1117
719,7834;1135;171;12751;11909
720,4734;4427;6502;4433;2652
721,15608;5985;12086;1991;5472
722,15358;11161;10658;8600;400
723,13220;230;922;7233;4021
724,9866;4456;7576;4105;4510
725,1952;15012;5971;485;4447
726,10088;13096;4103;7354;1227
727,626;4113;3110;7784;5267
728,1658;12120;16281;804;8530
729,10288;14571;8216;15133;500
730,2371;2374;15091;15687;15845
731,7847;5113;4888;13055;4385
732,10011;16076;4384;7267;7472
733,6016;13850;2258;2449;11951
734,5161;2357;8479;11768;13364
735,8466;12477;5918;9314;16168
736,4301;6125;12560;13521;6312
737,182;8692;8694;4254;5651
738,3617;14983;4406;3405;5763
739,14256;11879;673;2658;8404
740,2716;6450;1039;5810;1960
741,13821;14187;3429;12231;1412
742,7071;12151;4485;802;448
743,5207;987;6212;8924;10448
744,972;2949;2593;2877;2797
745,16854;12383;8263;15400;8993
746,14375;11098;3517;5951;8960
747,13374;13287;6683;4938;7715
748,2752;14003;14707;7598;5742
749,1614;16619;2079;3148;2493
750,3240;1791;3833;5161;7567
751,15256;704;536;1456;5212
752,5980;548;2649;14092;5763
753,15378;12907;1521;5351;11377
754,13262;10236;16188;12307;11577
755,6974;8891;13919;1415;15957
756,10149;1688;13281;13596;15027
757,1971;4012;1754;749;5135
758,1844;2129;12183;2723;6457
759,141;755;12377;16593;5070
760,1204;4942;9414;7243;830
761,5550;147;305;1924;11565
762,13583;1970;11880;3869;12904
763,14220;10534;16870;16608;6145
764,5828;8377;7067;2280;5992
765,548;2144;6356;3868;10149
766,3955;11022;2887;10115;2796
767,16601;15248;10338;6713;16582
768,284;2334;2887;286;2949
769,2230;10631;4346;14611;12477
770,4840;8398;16815;13448;6148
771,15505;16945;10727;11888;6281
772,13667;13713;13788;13715;13663
773,4371;4730;5015;9534;4647
774,10138;12148;10149;10014;7860
775,3010;3012;3014;6821;557
776,15441;9217;12224;8381;14722
777,4012;1952;8252;16608;9634
778,1011;11070;11000;16008;6757
779,13547;13320;16710;15263;11918
780,6125;15831;9420;12834;3904
781,12311;522;10304;12131;1683
782,6116;6921;6811;12764;13316
783,11760;7618;2233;9726;9361
784,64;5599;11332;13599;1591
785,13749;13667;13652;13753;13681
786,11246;9692;6789;9695;1641
787,11031;11868;11074;10003;8944
788,2649;2648;6475;5861;15947
789,1181;10216;10413;6662;2788
790,11346;9468;12357;4636;7287
791,3559;8524;9710;6517;13797
792,13783;11433;11852;2394;2569
793,10709;8843;4657;9769;5018
794,2207;14479;3206;3290;3305
795,11346;12355;3190;6922;7363
796,3237;2716;3240;3833;13455
797,5278;6272;2765;2689;13405
798,5808;13788;4041;8116;3261
799,6428;1440;2266;4480;8414
800,4056;8970;656;7974;9766
801,6039;3235;3232;6921;3373
802,1972;12977;172;4006;7410
803,13513;485;704;10654;12457
804,2178;9862;9769;9235;2808
805,681;3652;4654;7737;6063
806,7958;14886;16640;16150;13520
807,14673;11768;13821;6387;13425
808,16471;2693;13852;16793;2656
809,3240;10464;3282;1486;5868
810,3679;2020;6512;10242;7891
811,7240;599;8860;270;2039
812,6269;2929;1179;5953;1678
813,10055;12249;10241;12296;14292
814,812;6992;644;4051;8559
815,13324;5438;493;11280;5414
816,1658;13915;14011;3909;40
817,16075;8435;2851;12458;12124
818,8924;12912;14852;501;7991
819,7585;4008;4007;11030;1947
820,5457;14933;1706;15535;2526
821,5457;4471;13954;5347;8434
822,1983;12477;15681;2797;10882
823,16530;12224;6829;16078;16072
824,6518;14264;4488;7408;14226
825,972;2336;2798;955;2590
826,1781;1286;8953;1779;1750
827,2221;2210;1803;9866;2223
828,6560;8049;2859;6116;14983
829,4677;14377;6298;9825;3619
830,15865;5505;16964;12523;15633
831,8678;11374;8675;2358;9174
832,15628;16680;1795;3663;11214
833,6965;4017;12494;8466;10149
834,668;623;1409;627;6683
835,11298;5717;4309;13884;11700
836,3374;10393;13535;1928;6484
837,14255;3905;14627;11700;16842
838,16075;14594;10533;15118;16452
839,3249;11606;451;11212;10697
840,12120;15378;12050;13287;12507
841,16008;7066;9241;12831;14989
842,5953;15378;16598;16601;2710
